frequency_Hz,spectre_real,spectre_imag,derived_real,derived_imag,relative_error
1.0,590.551,3.70567e-05,590.5511811023631,3.705673025887891e-05,3.06666668111578e-07
1.039122303835169,590.551,3.85065e-05,590.5511811023631,3.8506474919204664e-05,3.066666681115767e-07
1.07977516232771,590.551,4.00129e-05,590.5511811023633,4.001293693061514e-05,3.066666684965993e-07
1.122018454301963,590.551,4.15783e-05,590.5511811023636,4.1578335206552105e-05,3.06666668881618e-07
1.165914401179831,590.551,4.3205e-05,590.5511811023634,4.320497546946333e-05,3.066666686891053e-07
1.211527658628588,590.551,4.48953e-05,590.5511811023637,4.489525364697073e-05,3.0666666907413176e-07
1.258925411794167,590.551,4.66517e-05,590.5511811023639,4.6651659400904516e-05,3.066666694591487e-07
1.308177474260194,590.551,4.84768e-05,590.5511811023638,4.847677979440149e-05,3.0666666926663323e-07
1.359356390878525,590.551,5.03733e-05,590.5511811023641,5.037330310246868e-05,3.066666698441602e-07
1.412537544622754,590.551,5.2344e-05,590.5511811023641,5.234402277162451e-05,3.066666698441625e-07
1.467799267622069,590.551,5.43918e-05,590.5511811023642,5.4391841534451005e-05,3.066666700366776e-07
1.525222956539018,590.551,5.65198e-05,590.5511811023645,5.651977568511618e-05,3.0666667042169156e-07
1.584893192461112,590.551,5.8731e-05,590.5511811023647,5.873095952216487e-05,3.0666667080671563e-07
1.646897865482867,590.551,6.10286e-05,590.5511811023649,6.1028649965122026e-05,3.066666711917388e-07
1.71132830416178,590.551,6.34162e-05,590.5511811023651,6.341623135170775e-05,3.066666715767509e-07
1.778279410038921,590.551,6.58972e-05,590.5511811023653,6.589722042273059e-05,3.066666717692578e-07
1.847849797422289,590.551,6.84753e-05,590.5511811023655,6.847527150200177e-05,3.066666721542788e-07
1.9201419386388,590.551,7.11542e-05,590.5511811023658,7.115418187889879e-05,3.0666667273180537e-07
1.995262314968878,590.551,7.39379e-05,590.5511811023661,7.393789740150796e-05,3.06666673116823e-07
2.073321573485953,590.551,7.68305e-05,590.5511811023664,7.68305182885833e-05,3.066666736943533e-07
2.154434690031881,590.551,7.98363e-05,590.5511811023667,7.983630516888276e-05,3.066666742718806e-07
2.238721138568337,590.551,8.29597e-05,590.5511811023672,8.295968535677708e-05,3.066666750419198e-07
2.326305067153623,590.551,8.62053e-05,590.5511811023675,8.620525937337494e-05,3.066666756194553e-07
2.417315480804101,590.551,8.95778e-05,590.5511811023679,8.957780772276965e-05,3.066666761969765e-07
2.511886431509577,590.551,9.30823e-05,590.5511811023683,9.308229793338822e-05,3.066666769670146e-07
2.610157215682533,590.551,9.67239e-05,590.551181102369,9.672389187481395e-05,3.0666667812207253e-07
2.712272579332024,590.551,0.000100508,590.5511811023694,0.00010050795336086041,3.06666678699611e-07
2.818382931264449,590.551,0.00010444,590.55118110237,0.00010444005605009501,3.0666667985467303e-07
2.928644564625232,590.551,0.000108526,590.5511811023707,0.00010852599165544891,3.066666810097162e-07
3.043219887107717,590.551,0.000112772,590.5511811023713,0.00011277177847500646,3.0666668197249315e-07
3.162277660168374,590.551,0.000117184,590.5511811023721,0.000117183670256538,3.0666668332033925e-07
3.285993247600648,590.551,0.000121768,590.5511811023729,0.0001217681654088345,3.066666846675259e-07
3.414548873833595,590.551,0.000126532,590.5511811023739,0.00012653201657341004,3.0666668639998566e-07
3.548133892335747,590.551,0.000131482,590.5511811023746,0.00013148224057067158,3.066666875553123e-07
3.686945064519568,590.551,0.000136626,590.5511811023756,0.0001366261287352062,3.066666892877055e-07
3.83118684955728,590.551,0.000141971,590.5511811023766,0.00014197125765540787,3.0666669102052455e-07
3.981071705534964,590.551,0.000147526,590.551181102378,0.00014752550033326372,3.0666669333149656e-07
4.136820402388498,590.551,0.000153297,590.5511811023792,0.000153297037780737,3.0666669544794147e-07
