frequency_Hz,spectre_real,spectre_imag,derived_real,derived_imag,relative_error
1.0,-5.9098,1.06582e-06,-5.909801270552503,1.0658209951110889e-06,2.1499073235149538e-07
1.039122303835169,-5.9098,1.10752e-06,-5.90980127055249,1.1075183679157248e-06,2.1499073009727125e-07
1.07977516232771,-5.9098,1.15085e-06,-5.909801270552472,1.150847038008352e-06,2.1499072709189745e-07
1.122018454301963,-5.9098,1.19587e-06,-5.909801270552455,1.1958708254971143e-06,2.1499072423586697e-07
1.165914401179831,-5.9098,1.24266e-06,-5.9098012705524345,1.2426560472798227e-06,2.1499072078021426e-07
1.211527658628588,-5.9098,1.29127e-06,-5.909801270552414,1.29127161472411e-06,2.1499071732269968e-07
1.258925411794167,-5.9098,1.34179e-06,-5.909801270552391,1.3417891351690717e-06,2.1499071341506098e-07
1.308177474260194,-5.9098,1.39428e-06,-5.909801270552369,1.3942830173978794e-06,2.1499070965839156e-07
1.359356390878525,-5.9098,1.44883e-06,-5.909801270552342,1.448830581236729e-06,2.1499070514913676e-07
1.412537544622754,-5.9098,1.50551e-06,-5.909801270552314,1.5055121714415505e-06,2.1499070034017912e-07
1.467799267622069,-5.9098,1.56441e-06,-5.9098012705522835,1.5644112760402235e-06,2.1499069523014645e-07
1.525222956539018,-5.9098,1.62561e-06,-5.909801270552252,1.6256146493046253e-06,2.149906898210722e-07
1.584893192461112,-5.9098,1.68921e-06,-5.909801270552215,1.6892124395336117e-06,2.1499068365817865e-07
1.646897865482867,-5.9098,1.7553e-06,-5.909801270552177,1.7552983218351814e-06,2.1499067719554144e-07
1.71132830416178,-5.9098,1.82397e-06,-5.909801270552136,1.8239696361033685e-06,2.1499067028206715e-07
1.778279410038921,-5.9098,1.89533e-06,-5.909801270552092,1.8953275303931122e-06,2.1499066276801278e-07
1.847849797422289,-5.9098,1.96948e-06,-5.909801270552045,1.969477109904297e-06,2.14990654802844e-07
1.9201419386388,-5.9098,2.04653e-06,-5.909801270551991,2.0465275917943658e-06,2.1499064578533192e-07
1.995262314968878,-5.9098,2.12659e-06,-5.909801270551936,2.126592466047583e-06,2.1499063646743063e-07
2.073321573485953,-5.9098,2.20979e-06,-5.909801270551876,2.209789662637855e-06,2.149906262473789e-07
2.154434690031881,-5.9098,2.29624e-06,-5.90980127055181,2.2962417252313643e-06,2.1499061512618102e-07
2.238721138568337,-5.9098,2.38608e-06,-5.909801270551741,2.3860759916848305e-06,2.1499060340450798e-07
2.326305067153623,-5.9098,2.47942e-06,-5.909801270551664,2.4794247816052948e-06,2.1499059032981466e-07
2.417315480804101,-5.9098,2.57643e-06,-5.909801270551582,2.57642559124767e-06,2.1499057650299532e-07
2.511886431509577,-5.9098,2.67722e-06,-5.909801270551493,2.677221296037127e-06,2.1499056147290944e-07
2.610157215682533,-5.9098,2.78196e-06,-5.909801270551397,2.781960361014631e-06,2.1499054524159056e-07
2.712272579332024,-5.9098,2.8908e-06,-5.909801270551293,2.8907970595155923e-06,2.149905276583407e-07
2.818382931264449,-5.9098,3.00389e-06,-5.909801270551182,3.003891700403719e-06,2.1499050887182813e-07
2.928644564625232,-5.9098,3.12141e-06,-5.909801270551061,3.1214108641947933e-06,2.149904884323767e-07
3.043219887107717,-5.9098,3.24353e-06,-5.90980127055093,3.2435276484181487e-06,2.1499046618991817e-07
3.162277660168374,-5.9098,3.37042e-06,-5.90980127055079,3.3704219225772556e-06,2.1499044244412869e-07
3.285993247600648,-5.9098,3.50228e-06,-5.909801270550639,3.5022805930849482e-06,2.1499041689477008e-07
3.414548873833595,-5.9098,3.6393e-06,-5.909801270550474,3.6392978785635337e-06,2.1499038909157506e-07
3.548133892335747,-5.9098,3.78168e-06,-5.909801270550298,3.78167559591527e-06,2.1499035918504914e-07
3.686945064519568,-5.9098,3.92962e-06,-5.909801270550107,3.929623457584588e-06,2.149903268724113e-07
3.83118684955728,-5.9098,4.08336e-06,-5.909801270549901,4.083359380449878e-06,2.1499029200458483e-07
3.981071705534964,-5.9098,4.24311e-06,-5.909801270549678,4.243109806799868e-06,2.1499025428201418e-07
4.136820402388498,-5.9098,4.40911e-06,-5.909801270549437,4.4091100378673e-06,2.1499021355368357e-07
4.298662347082267,-5.9098,4.5816e-06,-5.909801270549176,4.5816045804112374e-06,2.1499016937010448e-07
4.466835921509621,-5.9098,4.76085e-06,-5.909801270548897,4.760847506858466e-06,2.1499012217836453e-07
4.641588833612769,-5.9098,4.9471e-06,-5.909801270548593,4.94710282953444e-06,2.1499007077963412e-07
4.823178482239296,-5.9098,5.14064e-06,-5.909801270548266,5.14064488953503e-06,2.1499001547432836e-07
5.011872336272711,-5.9098,5.34176e-06,-5.909801270547912,5.341758760811812e-06,2.1498995550751407e-07
5.207948328595451,-5.9098,5.55074e-06,-5.909801270547532,5.550740670066115e-06,2.1498989118373502e-07
5.411695265464624,-5.9098,5.7679e-06,-5.909801270547119,5.7678984330702716e-06,2.1498982129946774e-07
5.623413251903477,-5.9098,5.99355e-06,-5.909801270546675,5.993551908058796e-06,2.1498974615502953e-07
5.843414133735161,-5.9098,6.22803e-06,-5.909801270546195,6.22803346685723e-06,2.1498966499950896e-07
6.072021956909869,-5.9098,6.47169e-06,-5.909801270545676,6.471688484442657e-06,2.1498957723006568e-07
6.309573444801915,-5.9098,6.72488e-06,-5.909801270545116,6.724875847656958e-06,2.1498948239868027e-07
6.55641849417977,-5.9098,6.98797e-06,-5.909801270544512,6.987968483822076e-06,2.1498938020114195e-07
6.812920690579593,-5.9098,7.26135e-06,-5.90980127054386,7.261353910035956e-06,2.1498926988985585e-07
7.079457843841358,-5.9098,7.54543e-06,-5.909801270543155,7.545434803958186e-06,2.1498915056088146e-07
7.356422544596391,-5.9098,7.84063e-06,-5.909801270542393,7.840629596926097e-06,2.1498902161136415e-07
7.644222742525979,-5.9098,8.14737e-06,-5.909801270541572,8.147373090274939e-06,2.1498888274492166e-07
7.943282347242791,-5.9098,8.46612e-06,-5.909801270540684,8.466117095769895e-06,2.149887324558132e-07
